Actor1CountryCode,Actor2CountryCode,Actor2Type1Code,Actor2Type2Code,AvgTone,MonthYear,NumSources,SOURCEURL
USA,USA,GOV,,-2.55905511811023,202003,1,https://in.reuters.com/article/us-health-coronavirus-trump-numbers-anal/trumps-focus-on-coronavirus-numbers-could-backfire-health-experts-say-idINKBN20W16E
USA,USA,GOV,,-3.67231638418079,202003,1,https://www.aol.com/article/news/2020/03/10/trump-not-tested-for-coronavirus-despite-contact-with-self-qurantined-lawmakers/23945560/
USA,USA,GOV,,0.00242669497222051,202003,10,https://uk.reuters.com/article/uk-health-coronavirus-usa/u-s-far-behind-in-coronavirus-testing-as-cases-rise-senate-democrat-idUKKBN20X2E8
USA,USA,GOV,,-1.25964851417663,202003,7,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-u-s-europe-brace-infection-spread-italy-n1153801/ncrd1154496
USA,USA,GOV,HLH,-1.58617881575914,202003,4,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-u-s-europe-brace-infection-spread-italy-n1153801/ncrd1154596
USA,USA,GOV,,0,202003,1,https://www.staradvertiser.com/2020/03/10/breaking-news/watch-live-pence-and-task-force-provide-update-on-spread-of-coronavirus/
USA,USA,GOV,,-4.01106500691563,202003,1,https://www.christianpost.com/voices/trump-shook-hands-with-a-man-who-met-a-man-at-cpac-who-has-coronavirus-3-ways-jesus-responds-to-fear.html
USA,USA,GOV,,-4.01106500691563,202003,1,https://www.christianpost.com/voices/trump-shook-hands-with-a-man-who-met-a-man-at-cpac-who-has-coronavirus-3-ways-jesus-responds-to-fear.html
USA,USA,GOV,,-2.93685756240823,202003,1,https://www.michiganradio.org/post/detroit-unveils-water-restart-plan-because-coronavirus-threat
USA,USA,GOV,,-2.93685756240823,202003,1,https://www.michiganradio.org/post/detroit-unveils-water-restart-plan-because-coronavirus-threat
USA,USA,GOV,,-2.93685756240823,202003,1,https://www.michiganradio.org/post/detroit-unveils-water-restart-plan-because-coronavirus-threat
USA,USA,GOV,,-2.93685756240823,202003,1,https://www.michiganradio.org/post/detroit-unveils-water-restart-plan-because-coronavirus-threat
USA,USA,GOV,,-2.93685756240823,202003,1,https://www.michiganradio.org/post/detroit-unveils-water-restart-plan-because-coronavirus-threat
USA,USA,GOV,,-2.93685756240823,202003,1,https://www.michiganradio.org/post/detroit-unveils-water-restart-plan-because-coronavirus-threat
USA,USA,GOV,,-2.93685756240823,202003,1,https://www.michiganradio.org/post/detroit-unveils-water-restart-plan-because-coronavirus-threat
USA,USA,GOV,,-2.93685756240823,202003,1,https://www.michiganradio.org/post/detroit-unveils-water-restart-plan-because-coronavirus-threat
USA,USA,GOV,,-2.93685756240823,202003,1,https://www.michiganradio.org/post/detroit-unveils-water-restart-plan-because-coronavirus-threat
USA,USA,GOV,,-4.19222903885481,202003,2,https://www.golocalprov.com/politics/horowitz-trumps-major-credibility-problem-on-coronavirus
USA,USA,GOV,,-4.19222903885481,202003,2,https://www.golocalprov.com/politics/horowitz-trumps-major-credibility-problem-on-coronavirus
USA,USA,GOV,,-2.61780104712042,202003,1,https://www.reuters.com/article/us-health-coronavirus-usa/washington-scrambles-to-aid-u-s-economy-hit-by-coronavirus-as-cases-mount-idUSKBN20X1ZB
USA,USA,GOV,HLH,-2.27544910179641,202003,1,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-u-s-europe-brace-infection-spread-italy-n1153801/ncrd1154496
USA,USA,GOV,,0.22434099831744,202003,1,https://www.dailymail.co.uk/news/article-8097413/Sanders-Biden-cancel-rallies-tonight-Cleveland-coronavirus-concerns.html
USA,USA,GOV,HLH,-2.42718446601942,202003,1,https://www.dispatch.com/news/20200310/bernie-sanders-and-joe-biden-cancel-cleveland-rallies-over-coronavirus-concerns
USA,USA,GOV,,-4.06788455070912,202003,1,https://uk.reuters.com/article/uk-health-coronavirus-usa/u-s-far-behind-in-coronavirus-testing-as-cases-rise-senate-democrat-idUKKBN20X2E8
USA,USA,GOV,HLH,-2.43245718472387,202003,1,https://www.nbcnews.com/health/health-news/live-blog/coronavirus-updates-live-u-s-europe-brace-infection-spread-italy-n1153801/ncrd1154536
USA,USA,GOV,,-3.02724520686176,202003,1,https://www.reuters.com/article/us-health-coronavirus-usa/trump-says-coronavirus-will-go-away-as-pressure-grows-for-economic-relief-idUSKBN20X1ZB
JPN,KOR,GOV,,-7.94520547945205,202003,1,https://q107.com/news/6639293/coronavirus-south-korea-japan-travel/
